"STCOFIPS","STFIPS","COFIPS","GEO","ITEM","DATA"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Tobacco (pounds)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Tobacco (pounds)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",243
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",159
"19023","19","023","Iowa\Butler","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",245
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",111
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",241
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",127
"19041","19","041","Iowa\Clay","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",142
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",263
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",81
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",89
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",206
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",129
"19073","19","073","Iowa\Greene","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",155
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",111
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",288
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",119
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",129
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",172
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",93
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",345
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",171
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",222
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",240
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",113
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",70
"19153","19","153","Iowa\Polk","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",201
"19161","19","161","Iowa\Sac","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",181
"19169","19","169","Iowa\Story","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",244
"19187","19","187","Iowa\Webster","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",124
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",67
"19195","19","195","Iowa\Worth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",146
"19197","19","197","Iowa\Wright","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (farms)",100
"19015","19","015","Iowa\Boone","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4677
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",3332
"19023","19","023","Iowa\Butler","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",5954
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1515
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",5304
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2040
"19041","19","041","Iowa\Clay","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4208
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",6033
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4352
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2633
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4687
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2753
"19073","19","073","Iowa\Greene","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",3781
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2183
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",12676
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1842
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2882
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",3822
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1889
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",9555
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2835
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",6939
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",6476
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2568
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1529
"19153","19","153","Iowa\Polk","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",5074
"19161","19","161","Iowa\Sac","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4745
"19169","19","169","Iowa\Story","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",4373
"19187","19","187","Iowa\Webster","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2041
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1539
"19195","19","195","Iowa\Worth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",2662
"19197","19","197","Iowa\Wright","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (acres)",1467
"19015","19","015","Iowa\Boone","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",10722
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",10004
"19023","19","023","Iowa\Butler","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",16244
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",2931
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",13148
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",3635
"19041","19","041","Iowa\Clay","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",10244
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",12901
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",9880
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",6558
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",13928
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",6522
"19073","19","073","Iowa\Greene","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",10153
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",5828
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",25944
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",3551
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",7263
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",8625
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",4196
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",33697
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",7468
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",25704
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",20236
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",6113
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",4266
"19153","19","153","Iowa\Polk","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",9784
"19161","19","161","Iowa\Sac","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",16269
"19169","19","169","Iowa\Story","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",10364
"19187","19","187","Iowa\Webster","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",5422
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",5229
"19195","19","195","Iowa\Worth","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",7131
"19197","19","197","Iowa\Wright","Selected crops harvested \ Forage - land used for all hay and all haylage, grass silage, and greenchop (see text) (tons, dry)",4144
"19015","19","015","Iowa\Boone","Selected crops harvested \ Rice (farms)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Rice (farms)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Rice (farms)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Rice (farms)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Rice (farms)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Rice (farms)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Rice (farms)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Rice (farms)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Rice (farms)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Rice (farms)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Rice (farms)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Rice (farms)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Rice (farms)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Rice (farms)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Rice (farms)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Rice (farms)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Rice (farms)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Rice (farms)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Rice (farms)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Rice (farms)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Rice (farms)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Rice (farms)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Rice (farms)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Rice (farms)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Rice (farms)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Rice (farms)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Rice (farms)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Rice (farms)","-"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Rice (farms)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Rice (farms)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Rice (farms)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Rice (farms)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Rice (acres)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Rice (acres)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Rice (acres)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Rice (acres)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Rice (acres)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Rice (acres)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Rice (acres)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Rice (acres)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Rice (acres)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Rice (acres)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Rice (acres)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Rice (acres)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Rice (acres)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Rice (acres)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Rice (acres)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Rice (acres)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Rice (acres)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Rice (acres)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Rice (acres)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Rice (acres)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Rice (acres)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Rice (acres)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Rice (acres)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Rice (acres)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Rice (acres)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Rice (acres)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Rice (acres)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Rice (acres)","-"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Rice (acres)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Rice (acres)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Rice (acres)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Rice (acres)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Rice (cwt)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Rice (cwt)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Rice (cwt)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Rice (cwt)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Rice (cwt)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Rice (cwt)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Rice (cwt)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Rice (cwt)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Rice (cwt)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Rice (cwt)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Rice (cwt)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Rice (cwt)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Rice (cwt)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Rice (cwt)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Rice (cwt)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Rice (cwt)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Rice (cwt)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Rice (cwt)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Rice (cwt)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Rice (cwt)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Rice (cwt)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Rice (cwt)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Rice (cwt)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Rice (cwt)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Rice (cwt)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Rice (cwt)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Rice (cwt)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Rice (cwt)","-"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Rice (cwt)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Rice (cwt)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Rice (cwt)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Rice (cwt)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Sunflower seed, all (farms)",1
"19187","19","187","Iowa\Webster","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Sunflower seed, all (farms)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Sunflower seed, all (acres)","(D)"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Sunflower seed, all (acres)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Sunflower seed, all (pounds)","-"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Sunflower seed, all (pounds)","-"
