Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",20,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),28,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),160,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),105,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),185,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),67,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,565,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"147,795",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",13,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),31,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),215,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),145,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),129,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),53,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,586,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"145,624",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),33,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),107,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),94,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),132,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),71,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,456,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"84,004",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",15,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),70,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),49,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),68,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),41,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,268,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"108,579",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),11,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),65,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),52,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),102,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),49,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,298,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"180,258",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",15,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),52,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),299,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),219,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),154,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),68,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,807,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"141,220",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",6,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),37,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),221,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),175,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),162,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),44,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O_BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,645,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"113,039",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",16,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),8,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),101,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),110,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),94,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),55,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,384,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"193,263",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",36,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),33,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),120,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),96,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),136,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),86,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO_ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,507,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"231,645",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",23,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),51,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),241,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),254,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),200,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),104,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,873,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"169,949",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),27,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),146,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),124,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),142,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),87,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,545,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"219,417",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",25,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),64,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),351,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),306,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),199,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),66,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"1,011",9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"24,677",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",3,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),23,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),64,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),16,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),11,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,147,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"27,179",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",4,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),41,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),40,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),60,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),14,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),9,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,168,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"31,968",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",5,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),21,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),35,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),54,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),31,12.7
