Year,State,Ag District,County,Data Item,Domain,Domain Category,Value
1997,ILLINOIS,CENTRAL,MASON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,111313
1997,ILLINOIS,CENTRAL,MASON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,363
1997,ILLINOIS,CENTRAL,MCLEAN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,335461
1997,ILLINOIS,CENTRAL,MCLEAN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1222
1997,ILLINOIS,CENTRAL,MENARD,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,70775
1997,ILLINOIS,CENTRAL,MENARD,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,260
1997,ILLINOIS,CENTRAL,PEORIA,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,108760
1997,ILLINOIS,CENTRAL,PEORIA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,624
1997,ILLINOIS,CENTRAL,STARK,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,89504
1997,ILLINOIS,CENTRAL,STARK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,279
1997,ILLINOIS,CENTRAL,TAZEWELL,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150304
1997,ILLINOIS,CENTRAL,TAZEWELL,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,679
1997,ILLINOIS,CENTRAL,WOODFORD,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,134612
1997,ILLINOIS,CENTRAL,WOODFORD,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,706
1997,ILLINOIS,EAST,CHAMPAIGN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,272991
1997,ILLINOIS,EAST,CHAMPAIGN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1182
1997,ILLINOIS,EAST,FORD,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,143712
1997,ILLINOIS,EAST,FORD,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,483
1997,ILLINOIS,EAST,IROQUOIS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,314263
1997,ILLINOIS,EAST,IROQUOIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1216
1997,ILLINOIS,EAST,KANKAKEE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,178124
1997,ILLINOIS,EAST,KANKAKEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,679
1997,ILLINOIS,EAST,LIVINGSTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,289529
1997,ILLINOIS,EAST,LIVINGSTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1227
1997,ILLINOIS,EAST,PIATT,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,121011
1997,ILLINOIS,EAST,PIATT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,398
1997,ILLINOIS,EAST,VERMILION,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,220340
1997,ILLINOIS,EAST,VERMILION,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,765
1997,ILLINOIS,EAST SOUTHEAST,CLARK,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,99427
1997,ILLINOIS,EAST SOUTHEAST,CLARK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,427
1997,ILLINOIS,EAST SOUTHEAST,CLAY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,65940
1997,ILLINOIS,EAST SOUTHEAST,CLAY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,371
1997,ILLINOIS,EAST SOUTHEAST,COLES,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,112642
1997,ILLINOIS,EAST SOUTHEAST,COLES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,494
1997,ILLINOIS,EAST SOUTHEAST,CRAWFORD,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,77183
1997,ILLINOIS,EAST SOUTHEAST,CRAWFORD,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,335
1997,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,67431
1997,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,414
1997,ILLINOIS,EAST SOUTHEAST,DOUGLAS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,117222
1997,ILLINOIS,EAST SOUTHEAST,DOUGLAS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,518
1997,ILLINOIS,EAST SOUTHEAST,EDGAR,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,155076
1997,ILLINOIS,EAST SOUTHEAST,EDGAR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,588
1997,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,88859
1997,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,757
1997,ILLINOIS,EAST SOUTHEAST,FAYETTE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,89150
1997,ILLINOIS,EAST SOUTHEAST,FAYETTE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,600
1997,ILLINOIS,EAST SOUTHEAST,JASPER,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,91621
1997,ILLINOIS,EAST SOUTHEAST,JASPER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,561
1997,ILLINOIS,EAST SOUTHEAST,LAWRENCE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,72913
1997,ILLINOIS,EAST SOUTHEAST,LAWRENCE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,248
1997,ILLINOIS,EAST SOUTHEAST,MARION,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,49389
1997,ILLINOIS,EAST SOUTHEAST,MARION,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,395
1997,ILLINOIS,EAST SOUTHEAST,MOULTRIE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,81023
1997,ILLINOIS,EAST SOUTHEAST,MOULTRIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,349
1997,ILLINOIS,EAST SOUTHEAST,RICHLAND,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,69357
1997,ILLINOIS,EAST SOUTHEAST,RICHLAND,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,336
1997,ILLINOIS,EAST SOUTHEAST,SHELBY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,165700
1997,ILLINOIS,EAST SOUTHEAST,SHELBY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,904
1997,ILLINOIS,NORTHEAST,BOONE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,65177
1997,ILLINOIS,NORTHEAST,BOONE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,301
1997,ILLINOIS,NORTHEAST,COOK,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8541
1997,ILLINOIS,NORTHEAST,COOK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,45
1997,ILLINOIS,NORTHEAST,DE KALB,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,205165
1997,ILLINOIS,NORTHEAST,DE KALB,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,680
1997,ILLINOIS,NORTHEAST,DU PAGE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6486
1997,ILLINOIS,NORTHEAST,DU PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,27
1997,ILLINOIS,NORTHEAST,GRUNDY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,99526
1997,ILLINOIS,NORTHEAST,GRUNDY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,406
1997,ILLINOIS,NORTHEAST,KANE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,103762
1997,ILLINOIS,NORTHEAST,KANE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,386
1997,ILLINOIS,NORTHEAST,KENDALL,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,82985
1997,ILLINOIS,NORTHEAST,KENDALL,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,351
1997,ILLINOIS,NORTHEAST,LA SALLE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,278803
1997,ILLINOIS,NORTHEAST,LA SALLE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1327
1997,ILLINOIS,NORTHEAST,LAKE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13515
1997,ILLINOIS,NORTHEAST,LAKE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,79
1997,ILLINOIS,NORTHEAST,MCHENRY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,103822
1997,ILLINOIS,NORTHEAST,MCHENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,442
1997,ILLINOIS,NORTHEAST,WILL,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,131918
1997,ILLINOIS,NORTHEAST,WILL,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,601
1997,ILLINOIS,NORTHWEST,BUREAU,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,257811
1997,ILLINOIS,NORTHWEST,BUREAU,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,995
1997,ILLINOIS,NORTHWEST,CARROLL,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,137572
1997,ILLINOIS,NORTHWEST,CARROLL,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,449
1997,ILLINOIS,NORTHWEST,HENRY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,227228
1997,ILLINOIS,NORTHWEST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1011
1997,ILLINOIS,NORTHWEST,JO DAVIESS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,77533
1997,ILLINOIS,NORTHWEST,JO DAVIESS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,548
1997,ILLINOIS,NORTHWEST,LEE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,214654
1997,ILLINOIS,NORTHWEST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,773
1997,ILLINOIS,NORTHWEST,MERCER,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,126200
1997,ILLINOIS,NORTHWEST,MERCER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,524
1997,ILLINOIS,NORTHWEST,OGLE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,200522
1997,ILLINOIS,NORTHWEST,OGLE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,790
1997,ILLINOIS,NORTHWEST,PUTNAM,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,33429
1997,ILLINOIS,NORTHWEST,PUTNAM,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,154
1997,ILLINOIS,NORTHWEST,ROCK ISLAND,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,68782
1997,ILLINOIS,NORTHWEST,ROCK ISLAND,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,364
1997,ILLINOIS,NORTHWEST,STEPHENSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,146833
1997,ILLINOIS,NORTHWEST,STEPHENSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,766
1997,ILLINOIS,NORTHWEST,WHITESIDE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,207818
1997,ILLINOIS,NORTHWEST,WHITESIDE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,796
1997,ILLINOIS,NORTHWEST,WINNEBAGO,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,91807
1997,ILLINOIS,NORTHWEST,WINNEBAGO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,411
1997,ILLINOIS,SOUTHEAST,EDWARDS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,35937
1997,ILLINOIS,SOUTHEAST,EDWARDS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,209
1997,ILLINOIS,SOUTHEAST,FRANKLIN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,41207
1997,ILLINOIS,SOUTHEAST,FRANKLIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,216
1997,ILLINOIS,SOUTHEAST,GALLATIN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,69331
1997,ILLINOIS,SOUTHEAST,GALLATIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,152
1997,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,56750
1997,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,255
1997,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1734
1997,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11
1997,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,41121
1997,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,348
1997,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,25585
1997,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,157
1997,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4468
1997,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,51
1997,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,40181
1997,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,190
1997,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,48790
1997,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,158
1997,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,76487
1997,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,443
1997,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,88532
1997,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,259
1997,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9493
1997,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,53
1997,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,71764
1997,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,614
1997,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,33669
1997,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,214
1997,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7737
1997,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,70
1997,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,38563
1997,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,308
1997,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,43542
1997,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,317
1997,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,15789
1997,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,84
1997,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,51846
1997,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,492
1997,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,87402
1997,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,567
1997,ILLINOIS,SOUTHWEST,UNION,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9579
1997,ILLINOIS,SOUTHWEST,UNION,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,101
1997,ILLINOIS,SOUTHWEST,WASHINGTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,85501
1997,ILLINOIS,SOUTHWEST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,603
1997,ILLINOIS,SOUTHWEST,WILLIAMSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12516
1997,ILLINOIS,SOUTHWEST,WILLIAMSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,138
1997,ILLINOIS,WEST,ADAMS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,123948
1997,ILLINOIS,WEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,928
1997,ILLINOIS,WEST,BROWN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,39111
1997,ILLINOIS,WEST,BROWN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,225
1997,ILLINOIS,WEST,FULTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,142895
1997,ILLINOIS,WEST,FULTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,790
1997,ILLINOIS,WEST,HANCOCK,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,151817
1997,ILLINOIS,WEST,HANCOCK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,813
1997,ILLINOIS,WEST,HENDERSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,97109
1997,ILLINOIS,WEST,HENDERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,339
1997,ILLINOIS,WEST,KNOX,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,151640
1997,ILLINOIS,WEST,KNOX,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,679
1997,ILLINOIS,WEST,MCDONOUGH,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,135508
1997,ILLINOIS,WEST,MCDONOUGH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,612
1997,ILLINOIS,WEST,SCHUYLER,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,55724
1997,ILLINOIS,WEST,SCHUYLER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,347
1997,ILLINOIS,WEST,WARREN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,142244
1997,ILLINOIS,WEST,WARREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,578
1997,ILLINOIS,WEST SOUTHWEST,BOND,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47377
1997,ILLINOIS,WEST SOUTHWEST,BOND,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,343
1997,ILLINOIS,WEST SOUTHWEST,CALHOUN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,18486
1997,ILLINOIS,WEST SOUTHWEST,CALHOUN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,218
1997,ILLINOIS,WEST SOUTHWEST,CASS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,72092
1997,ILLINOIS,WEST SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,266
1997,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,177581
1997,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,640
1997,ILLINOIS,WEST SOUTHWEST,GREENE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,115952
1997,ILLINOIS,WEST SOUTHWEST,GREENE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,527
1997,ILLINOIS,WEST SOUTHWEST,JERSEY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,53439
1997,ILLINOIS,WEST SOUTHWEST,JERSEY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,296
1997,ILLINOIS,WEST SOUTHWEST,MACOUPIN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,147267
1997,ILLINOIS,WEST SOUTHWEST,MACOUPIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,791
1997,ILLINOIS,WEST SOUTHWEST,MADISON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,87012
1997,ILLINOIS,WEST SOUTHWEST,MADISON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,636
1997,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,143667
1997,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,706
1997,ILLINOIS,WEST SOUTHWEST,MORGAN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,123487
1997,ILLINOIS,WEST SOUTHWEST,MORGAN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,580
1997,ILLINOIS,WEST SOUTHWEST,PIKE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,137692
1997,ILLINOIS,WEST SOUTHWEST,PIKE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,644
1997,ILLINOIS,WEST SOUTHWEST,SANGAMON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,210741
